ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_1776777	2.14e-07	5.57e-10	7.166523	12.55486	0.9160771	ADAR	adenosine deaminase, RNA specific
ILMN_1761155	2.36e-07	6.33e-10	-7.136528	12.43296	-0.7196475	PABPC1	poly(A) binding protein cytoplasmic 1
ILMN_1716704	2.52e-07	6.95e-10	7.114571	12.34378	0.8300977	NLRC5	NLR family CARD domain containing 5
ILMN_1675640	3.43e-07	9.77e-10	7.03414	12.01742	2.6594345	OAS1	2'-5'-oligoadenylate synthetase 1
ILMN_1674063	3.43e-07	9.98e-10	7.029172	11.99727	2.1610424	OAS2	2'-5'-oligoadenylate synthetase 2
ILMN_2389376	3.46e-07	1.03e-09	7.020779	11.96326	0.7289162	DCAF11	DDB1 and CUL4 associated factor 11
ILMN_1765994	3.56e-07	1.11e-09	7.003359	11.89267	1.9383971	ZBP1	Z-DNA binding protein 1
ILMN_2239754	3.56e-07	1.12e-09	7.001391	11.88469	2.5425113	IFIT3	interferon induced protein with tetratricopeptide repeats 3
ILMN_2054019	3.74e-07	1.21e-09	6.984105	11.81467	3.1939475	ISG15	ISG15 ubiquitin-like modifier
ILMN_2410826	4.12e-07	1.36e-09	6.955542	11.69904	2.4400821	OAS1	2'-5'-oligoadenylate synthetase 1
ILMN_2087060	4.67e-07	1.58e-09	-6.920509	11.55732	-0.7520307	TOMM7	translocase of outer mitochondrial membrane 7
ILMN_1739428	5.32e-07	1.84e-09	6.884039	11.40991	1.7153314	IFIT2	interferon induced protein with tetratricopeptide repeats 2
ILMN_1691364	5.51e-07	1.95e-09	6.87051	11.35526	1.128818	STAT1	signal transducer and activator of transcription 1
ILMN_1710844	5.79e-07	2.10e-09	6.853742	11.28755	1.3587527		
ILMN_2262044	6.77e-07	2.51e-09	6.811581	11.11744	1.2612294	PARP10	poly(ADP-ribose) polymerase family member 10
ILMN_1716815	7.19e-07	2.72e-09	6.792087	11.03886	1.6975846	CEACAM1	carcinoembryonic antigen related cell adhesion molecule 1
ILMN_1659688	1.01e-06	3.91e-09	6.705821	10.6916	2.2685088	LGALS3BP	galectin 3 binding protein
ILMN_1721411	1.04e-06	4.09e-09	6.695398	10.6497	1.5931884	PARP10	poly(ADP-ribose) polymerase family member 10
ILMN_1664863	1.07e-06	4.30e-09	6.683457	10.60172	0.7747167	CTRL	chymotrypsin like
ILMN_1718558	1.12e-06	4.57e-09	6.668643	10.54221	1.5107176	PARP12	poly(ADP-ribose) polymerase family member 12
ILMN_2053527	1.14e-06	4.74e-09	6.660176	10.50821	1.4604681	PARP9	poly(ADP-ribose) polymerase family member 9
ILMN_1654639	1.20e-06	5.13e-09	6.641374	10.43275	1.9440046		
ILMN_1681721	1.20e-06	5.21e-09	6.637322	10.41649	2.6161168	OASL	2'-5'-oligoadenylate synthetase like
ILMN_2079655	1.21e-06	5.33e-09	-6.631921	10.39483	-1.4507303	KLRB1	killer cell lectin like receptor B1
ILMN_1664543	1.23e-06	5.52e-09	6.623678	10.36177	2.7781664	IFIT3	interferon induced protein with tetratricopeptide repeats 3
ILMN_1813625	1.28e-06	5.86e-09	6.60962	10.30541	0.9821585	TRIM25	tripartite motif containing 25
ILMN_1802708	1.30e-06	6.10e-09	6.600085	10.26719	0.8354533	BTN3A1	butyrophilin subfamily 3 member A1
ILMN_1736729	1.30e-06	6.13e-09	6.59882	10.26212	2.1295609	OAS2	2'-5'-oligoadenylate synthetase 2
ILMN_1701621	1.43e-06	6.87e-09	6.571491	10.15267	1.4542578	SCO2	SCO2 cytochrome c oxidase assembly protein
ILMN_1706502	1.48e-06	7.23e-09	6.559328	10.10398	1.4841095	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2
ILMN_2415144	1.64e-06	8.15e-09	6.530684	9.98942	0.9381182	SP110	SP110 nuclear body protein
ILMN_1751330	1.72e-06	8.67e-09	6.516094	9.9311	0.918968	RBCK1	RANBP2-type and C3HC4-type zinc finger containing 1
ILMN_1806448	1.81e-06	9.28e-09	6.499839	9.86617	1.6923802	NTNG2	netrin G2
ILMN_1795243	1.88e-06	9.80e-09	-6.486729	9.81383	-0.8804632		
ILMN_1805750	2.12e-06	1.12e-08	6.454654	9.68587	2.1888441	IFITM3	interferon induced transmembrane protein 3
ILMN_1690241	2.32e-06	1.24e-08	6.429497	9.58562	2.415491	BATF2	basic leucine zipper ATF-like transcription factor 2
ILMN_2231928	2.87e-06	1.56e-08	6.374474	9.36668	1.2623551	MX2	MX dynamin like GTPase 2
ILMN_2173975	2.87e-06	1.59e-08	6.370772	9.35197	2.094302	RTP4	receptor transporter protein 4
ILMN_2370573	2.87e-06	1.61e-08	6.368119	9.34142	2.4175518	XAF1	XIAP associated factor 1
ILMN_1788017	2.96e-06	1.68e-08	6.357646	9.29981	1.2372275	HSH2D	hematopoietic SH2 domain containing
ILMN_1690920	3.06e-06	1.76e-08	6.346624	9.25605	1.1022245	SP100	SP100 nuclear antigen
ILMN_1678422	3.06e-06	1.78e-08	6.343156	9.24227	1.9673094	DHX58	DEXH-box helicase 58
ILMN_1652073	3.09e-06	1.84e-08	-6.335391	9.21146	-0.8880258		
ILMN_2388975	3.09e-06	1.85e-08	-6.333893	9.20551	-0.6580801		
ILMN_2371724	3.66e-06	2.22e-08	6.290317	9.03274	1.4409836	CEACAM1	carcinoembryonic antigen related cell adhesion molecule 1
ILMN_1704972	4.26e-06	2.62e-08	6.250667	8.8758	1.2066541	TRIM5	tripartite motif containing 5
ILMN_1654262	5.80e-06	3.61e-08	-6.172748	8.56819	-0.6926196	ZMAT3	zinc finger matrin-type 3
ILMN_2089175	6.05e-06	3.81e-08	6.159692	8.51675	0.9717286	SYAP1	synapse associated protein 1
ILMN_1795181	6.17e-06	3.94e-08	6.151763	8.48553	1.7880784	DDX60	DEXD/H-box helicase 60
ILMN_1809585	6.34e-06	4.10e-08	6.142085	8.44743	1.2308292		
ILMN_1745148	6.47e-06	4.23e-08	6.134426	8.41729	0.9050219	ZNFX1	zinc finger NFX1-type containing 1
ILMN_1766054	6.82e-06	4.52e-08	6.118302	8.35389	1.153385	ABCA1	ATP binding cassette subfamily A member 1
ILMN_1801464	6.82e-06	4.56e-08	6.115884	8.34438	0.9985926		
ILMN_1814305	7.09e-06	4.80e-08	6.103403	8.29534	1.204957	SAMD9	sterile alpha motif domain containing 9
ILMN_2130180	7.28e-06	4.99e-08	-6.094275	8.25949	-0.8560147	RPL13P5	ribosomal protein L13 pseudogene 5
ILMN_1745242	7.39e-06	5.12e-08	6.087821	8.23415	1.7426114	PLSCR1	phospholipid scramblase 1
ILMN_1736863	7.54e-06	5.28e-08	6.080224	8.20434	1.0724361	TMEM140	transmembrane protein 140
ILMN_1889841	7.55e-06	5.39e-08	6.075639	8.18635	1.1483863		
ILMN_2087080	7.55e-06	5.41e-08	-6.074336	8.18123	-0.8327371	RPL5	ribosomal protein L5
ILMN_1801246	7.62e-06	5.55e-08	6.068173	8.15706	1.0644856	IFITM1	interferon induced transmembrane protein 1
ILMN_1910908	7.62e-06	5.58e-08	6.067109	8.15289	2.4523587		
ILMN_1751452	8.78e-06	6.53e-08	-6.028668	8.00229	-0.6354306	NDFIP1	Nedd4 family interacting protein 1
ILMN_2148944	8.78e-06	6.57e-08	6.027132	7.99628	1.1117637	ADCY4	adenylate cyclase 4
ILMN_1676984	8.92e-06	6.74e-08	6.020974	7.97219	0.8899129	DDIT3	DNA damage inducible transcript 3
ILMN_1651228	8.92e-06	6.84e-08	-6.017218	7.95749	-0.882349	RPS28	ribosomal protein S28
ILMN_1724295	8.92e-06	6.88e-08	-6.015894	7.95231	-1.2131717		
ILMN_1670638	8.92e-06	6.95e-08	-6.013454	7.94277	-0.6999201	PITPNC1	phosphatidylinositol transfer protein, cytoplasmic 1
ILMN_1762725	9.12e-06	7.18e-08	-6.005545	7.91184	-0.9742257	EIF3L	eukaryotic translation initiation factor 3 subunit L
ILMN_1779014	9.29e-06	7.39e-08	-5.998664	7.88495	-0.5335845	TSPYL1	TSPY like 1
ILMN_1777325	1.01e-05	8.09e-08	5.976341	7.79776	0.9996887	STAT1	signal transducer and activator of transcription 1
ILMN_1669703	1.01e-05	8.16e-08	5.974158	7.78924	0.6905316	TNK2	tyrosine kinase non receptor 2
ILMN_2137625	1.04e-05	8.50e-08	5.964271	7.75066	0.8017988	GPAT2	glycerol-3-phosphate acyltransferase 2, mitochondrial
ILMN_1674069	1.07e-05	8.84e-08	-5.954825	7.71382	-0.6915315	TOMM7	translocase of outer mitochondrial membrane 7
ILMN_1709333	1.07e-05	8.90e-08	5.953067	7.70697	2.4619813	OAS2	2'-5'-oligoadenylate synthetase 2
ILMN_1745374	1.07e-05	9.03e-08	5.949418	7.69275	1.4717769	IFI35	interferon induced protein 35
ILMN_1689725	1.09e-05	9.25e-08	-5.943608	7.6701	-1.0410352	RPLP1	ribosomal protein lateral stalk subunit P1
ILMN_1680437	1.09e-05	9.37e-08	-5.940595	7.65836	-0.8696092	EEF1G	eukaryotic translation elongation factor 1 gamma
ILMN_1767377	1.14e-05	9.89e-08	5.927303	7.60659	2.1122872		
ILMN_1760303	1.32e-05	1.15e-07	-5.890305	7.46269	-1.2391157	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1
ILMN_2318725	1.33e-05	1.17e-07	-5.885095	7.44245	-0.8837277	EEF1B2	eukaryotic translation elongation factor 1 beta 2
ILMN_1687080	1.33e-05	1.18e-07	-5.883497	7.43625	-0.7618595		
ILMN_2284998	1.38e-05	1.24e-07	5.872042	7.39177	0.995228	SP100	SP100 nuclear antigen
ILMN_1797001	1.42e-05	1.29e-07	5.862209	7.35362	1.3669013	DDX58	DEXD/H-box helicase 58
ILMN_1711909	1.47e-05	1.34e-07	5.852914	7.31756	0.5167886	EDEM2	ER degradation enhancing alpha-mannosidase like protein 2
ILMN_2157277	1.51e-05	1.40e-07	5.842734	7.27811	0.571505	AKR1D1	aldo-keto reductase family 1, member D1
ILMN_1804988	1.60e-05	1.50e-07	-5.824964	7.20928	-0.7041218	MOAP1	modulator of apoptosis 1
ILMN_1769926	1.60e-05	1.50e-07	5.824459	7.20732	0.7655793	DBN1	drebrin 1
ILMN_1740772	1.60e-05	1.51e-07	5.823569	7.20388	0.6508284	APBB3	amyloid beta precursor protein binding family B member 3
ILMN_1712155	1.62e-05	1.55e-07	-5.817393	7.17998	-0.7243793		
ILMN_2317751	1.69e-05	1.63e-07	5.805032	7.13216	0.9941624	REC8	REC8 meiotic recombination protein
ILMN_1822671	2.01e-05	1.95e-07	-5.760679	6.96088	-2.5909409		
ILMN_1651899	2.12e-05	2.07e-07	-5.745441	6.90215	-0.6469911		
ILMN_1673738	2.16e-05	2.12e-07	-5.738978	6.87725	-0.7542585		
ILMN_1690105	2.25e-05	2.23e-07	5.72659	6.82955	1.0721316	STAT1	signal transducer and activator of transcription 1
ILMN_2347193	2.29e-05	2.30e-07	5.719055	6.80056	1.0357096	GSDMB	gasdermin B
ILMN_1694587	2.29e-05	2.30e-07	-5.718909	6.8	-0.9601175	EEF1B2	eukaryotic translation elongation factor 1 beta 2
ILMN_1678054	2.29e-05	2.33e-07	5.716023	6.7889	0.7686895	TRIM21	tripartite motif containing 21
ILMN_2188119	2.33e-05	2.39e-07	5.710366	6.76715	1.0464575	ARL16	ADP ribosylation factor like GTPase 16
ILMN_1716421	2.34e-05	2.42e-07	5.7072	6.75497	0.8939531	ADRA1D	adrenoceptor alpha 1D
ILMN_1798233	2.37e-05	2.46e-07	5.702445	6.7367	0.9129386	PSMB9	proteasome subunit beta 9
ILMN_2148785	2.44e-05	2.55e-07	5.693525	6.70243	1.4207023	GBP1	guanylate binding protein 1
ILMN_2414436	2.59e-05	2.74e-07	5.676382	6.63662	1.0937308		
ILMN_1745262	2.61e-05	2.77e-07	5.672853	6.62309	1.2410321	REM2	RRAD and GEM like GTPase 2
ILMN_1760089	2.76e-05	2.95e-07	-5.657255	6.56329	-1.107958		
ILMN_1815292	2.88e-05	3.11e-07	-5.644666	6.51506	-0.886436	RPL7	ribosomal protein L7
ILMN_1690921	2.97e-05	3.24e-07	5.634245	6.47518	0.9606494	STAT2	signal transducer and activator of transcription 2
ILMN_1690494	2.97e-05	3.25e-07	-5.633855	6.47369	-0.5853413	RPL6	ribosomal protein L6
ILMN_1653220	2.97e-05	3.27e-07	-5.63168	6.46536	-0.5331429	PITPNM1	phosphatidylinositol transfer protein membrane associated 1
ILMN_2167616	2.98e-05	3.31e-07	-5.629077	6.45541	-0.5873207	NACA	nascent polypeptide-associated complex alpha subunit
ILMN_1703005	3.11e-05	3.48e-07	-5.616316	6.40662	-0.9062173		
ILMN_1812070	3.17e-05	3.57e-07	-5.610264	6.38349	-1.2139798	ABCB1	ATP binding cassette subfamily B member 1
ILMN_1672807	3.23e-05	3.67e-07	-5.603082	6.35606	-0.8868992	CA5B	carbonic anhydrase 5B
ILMN_1769520	3.23e-05	3.69e-07	5.601975	6.35183	1.0303285	UBE2L6	ubiquitin conjugating enzyme E2 L6
ILMN_1761176	3.23e-05	3.72e-07	5.600202	6.34507	0.7234179	GRIPAP1	GRIP1 associated protein 1
ILMN_2109708	3.43e-05	3.97e-07	5.583469	6.28122	0.8389543	TYMP	thymidine phosphorylase
ILMN_1745817	3.63e-05	4.23e-07	5.567914	6.22193	2.1694571	NELL1	neural EGFL like 1
ILMN_1811702	3.65e-05	4.29e-07	5.564524	6.20902	0.8243117		
ILMN_1747744	3.76e-05	4.44e-07	5.55556	6.17489	0.8933138	LHFPL2	lipoma HMGIC fusion partner-like 2
ILMN_1781184	3.76e-05	4.47e-07	5.553828	6.16829	1.0775531	MYBPC3	myosin binding protein C, cardiac
ILMN_1683597	3.90e-05	4.67e-07	-5.542893	6.12669	-0.6347981		
ILMN_2408415	3.91e-05	4.71e-07	-5.541156	6.12009	-0.9021145	RPL9	ribosomal protein L9
ILMN_1703108	4.07e-05	4.94e-07	5.528935	6.07363	1.0393668	UBE2L6	ubiquitin conjugating enzyme E2 L6
ILMN_1672755	4.10e-05	5.01e-07	-5.525622	6.06105	-0.6871286		
ILMN_1863592	4.19e-05	5.14e-07	-5.518837	6.03528	-0.7556617		
ILMN_1750800	4.21e-05	5.20e-07	-5.515935	6.02426	-0.6711877	ACO1	aconitase 1
ILMN_2079386	4.27e-05	5.31e-07	-5.510774	6.00468	-0.9481193	RPL22	ribosomal protein L22
ILMN_1808939	4.40e-05	5.51e-07	-5.501619	5.96995	-0.7675877	RPS6	ribosomal protein S6
ILMN_2167617	4.49e-05	5.66e-07	-5.494903	5.94449	-0.5437723	NACA	nascent polypeptide-associated complex alpha subunit
ILMN_1661359	4.50e-05	5.71e-07	5.49286	5.93674	1.0482284	CXorf65	chromosome X open reading frame 65
ILMN_1694398	4.55e-05	5.81e-07	-5.48828	5.91939	-0.7679611	EIF3F	eukaryotic translation initiation factor 3 subunit F
ILMN_2311779	4.57e-05	5.87e-07	5.485605	5.90926	0.7856839	TMUB2	transmembrane and ubiquitin like domain containing 2
ILMN_1743570	4.62e-05	5.96e-07	5.481777	5.89476	1.1345071	CEACAM3	carcinoembryonic antigen related cell adhesion molecule 3
ILMN_2319996	4.80e-05	6.24e-07	-5.470313	5.85136	-0.5341466	RPL3	ribosomal protein L3
ILMN_1738955	4.90e-05	6.41e-07	-5.463514	5.82564	-0.6676804	ANAPC16	anaphase promoting complex subunit 16
ILMN_2136133	5.03e-05	6.62e-07	-5.455597	5.79571	-1.0311448	PABPC1	poly(A) binding protein cytoplasmic 1
ILMN_1845037	5.15e-05	6.83e-07	5.447625	5.76558	0.8446521	LOC100419583	ring finger protein 4 pseudogene
ILMN_2364110	5.15e-05	6.85e-07	5.446939	5.763	0.6388285	GBA	glucosylceramidase beta
ILMN_1724333	5.32e-05	7.13e-07	5.436793	5.72469	1.1574394	TOR1B	torsin family 1 member B
ILMN_1689059	5.32e-05	7.17e-07	-5.435392	5.7194	-0.9466737	ZNF329	zinc finger protein 329
ILMN_1755843	5.33e-05	7.25e-07	5.432722	5.70932	1.6498723	SLC26A8	solute carrier family 26 member 8
ILMN_1758831	5.33e-05	7.26e-07	5.432331	5.70784	0.5846921	RNF31	ring finger protein 31
ILMN_1801307	5.55e-05	7.63e-07	5.419833	5.66071	1.0713883	TNFSF10	tumor necrosis factor superfamily member 10
ILMN_1665428	5.55e-05	7.64e-07	5.419263	5.65856	0.7231789	GSDMD	gasdermin D
ILMN_1724250	5.55e-05	7.69e-07	5.41759	5.65225	0.6874984	GRN	granulin
ILMN_1792528	5.59e-05	7.79e-07	-5.414587	5.64093	-0.5044352		
ILMN_2044471	5.67e-05	7.95e-07	-5.409346	5.62119	-1.118431	NCR3	natural cytotoxicity triggering receptor 3
ILMN_1656791	5.88e-05	8.29e-07	-5.398828	5.58158	-0.6831625	RPS6	ribosomal protein S6
ILMN_2262288	5.88e-05	8.34e-07	-5.39727	5.57572	-0.8940642	EEF1G	eukaryotic translation elongation factor 1 gamma
ILMN_1696839	6.14e-05	8.75e-07	-5.385017	5.52962	-0.7845753		
ILMN_1781373	6.45e-05	9.29e-07	5.370024	5.47328	1.2772216	IFIH1	interferon induced with helicase C domain 1
ILMN_1737965	6.45e-05	9.30e-07	-5.369678	5.47198	-1.0420199	ELOVL4	ELOVL fatty acid elongase 4
ILMN_1658383	6.55e-05	9.50e-07	5.36439	5.45212	0.9145954		
ILMN_1698940	6.73e-05	9.81e-07	-5.356164	5.42125	-0.628106		
ILMN_2213834	7.00e-05	1.03e-06	5.34486	5.37885	1.3251834		
ILMN_2404795	7.47e-05	1.10e-06	5.326957	5.31179	0.6351166	SULT1A1	sulfotransferase family 1A member 1
ILMN_1701832	7.65e-05	1.13e-06	-5.319592	5.28423	-0.6336031	RPL19	ribosomal protein L19
ILMN_1810577	7.71e-05	1.15e-06	-5.316454	5.27249	-0.8035507	RPS4X	ribosomal protein S4, X-linked
ILMN_1691717	7.74e-05	1.16e-06	5.314143	5.26384	0.7244937	RHBDF2	rhomboid 5 homolog 2
ILMN_2104877	7.74e-05	1.17e-06	-5.311767	5.25496	-0.6632108	CMPK1	cytidine/uridine monophosphate kinase 1
ILMN_1690939	7.74e-05	1.17e-06	5.311506	5.25398	1.0786874	TYMP	thymidine phosphorylase
ILMN_1684258	7.83e-05	1.19e-06	-5.306738	5.23616	-0.6193964		
ILMN_1692956	7.83e-05	1.20e-06	-5.30578	5.23258	-0.7887648		
ILMN_1896455	7.86e-05	1.21e-06	5.303574	5.22433	1.3259528		
ILMN_1657612	8.47e-05	1.31e-06	-5.28207	5.14405	-0.7303503		
ILMN_1746516	8.47e-05	1.31e-06	-5.28206	5.14401	-0.5040436	RPS25	ribosomal protein S25
ILMN_1655710	8.47e-05	1.32e-06	-5.280712	5.13898	-1.1458976		
ILMN_1738642	8.51e-05	1.33e-06	-5.278096	5.12923	-0.6485808	CMPK1	cytidine/uridine monophosphate kinase 1
ILMN_1658531	8.70e-05	1.37e-06	-5.271111	5.10319	-1.0333277		
ILMN_1739257	8.71e-05	1.38e-06	-5.269759	5.09815	-0.6417276	EIF3E	eukaryotic translation initiation factor 3 subunit E
ILMN_1658028	8.75e-05	1.39e-06	5.267296	5.08897	0.8075672		
ILMN_1763763	8.77e-05	1.41e-06	5.264852	5.07986	0.6248302	RIPK3	receptor interacting serine/threonine kinase 3
ILMN_1752758	8.77e-05	1.41e-06	5.264068	5.07695	0.6745376	BTN2A2	butyrophilin subfamily 2 member A2
ILMN_1666206	9.11e-05	1.47e-06	5.253209	5.03651	0.9130876	GSDMB	gasdermin B
ILMN_2097410	9.61e-05	1.57e-06	5.237154	4.9768	0.5479439	DAPP1	dual adaptor of phosphotyrosine and 3-phosphoinositides 1
ILMN_1906187	9.61e-05	1.57e-06	-5.236178	4.97317	-0.8250331	CAMK1D	calcium/calmodulin dependent protein kinase ID
ILMN_1717219	9.61e-05	1.57e-06	-5.235746	4.97157	-0.6280755	FAM220A	family with sequence similarity 220 member A
ILMN_1733103	9.83e-05	1.62e-06	5.228537	4.94479	0.9079157		
ILMN_1783753	9.83e-05	1.63e-06	-5.227011	4.93912	-0.8961466	TXNDC12	thioredoxin domain containing 12
ILMN_1660357	9.83e-05	1.63e-06	5.226314	4.93653	1.0716066		
ILMN_1758728	1.03e-04	1.72e-06	5.213625	4.88943	1.1922915	FANCG	Fanconi anemia complementation group G
ILMN_1674038	1.03e-04	1.72e-06	5.21314	4.88764	0.6815492	CTSD	cathepsin D
ILMN_1785037	1.03e-04	1.74e-06	5.209916	4.87568	0.6502152	SSR2	signal sequence receptor subunit 2
ILMN_1719857	1.04e-04	1.76e-06	5.20788	4.86813	1.0172054	GRIPAP1	GRIP1 associated protein 1
ILMN_2180519	1.07e-04	1.82e-06	5.1992	4.83596	0.6344841	LOC729603	calcineurin like EF-hand protein 1 pseudogene
ILMN_1343291	1.07e-04	1.82e-06	-5.198505	4.83338	-0.5354997	EEF1A1	eukaryotic translation elongation factor 1 alpha 1
ILMN_1801105	1.09e-04	1.88e-06	5.190797	4.80483	0.6064093	PRKCD	protein kinase C delta
ILMN_1752579	1.15e-04	1.98e-06	5.176768	4.75292	0.5996584	ATP6V0A1	ATPase H+ transporting V0 subunit a1
ILMN_1797895	1.15e-04	2.00e-06	5.174465	4.7444	1.0277609	FFAR2	free fatty acid receptor 2
ILMN_1757343	1.16e-04	2.02e-06	-5.171515	4.7335	-0.7315351	PABPC4	poly(A) binding protein cytoplasmic 4
ILMN_1703650	1.17e-04	2.05e-06	5.16844	4.72213	0.6109406	TNIP1	TNFAIP3 interacting protein 1
ILMN_2207533	1.19e-04	2.09e-06	-5.163353	4.70334	-0.5597123	RPS17	ribosomal protein S17
ILMN_1710937	1.22e-04	2.15e-06	5.155701	4.67508	0.8380665	IFI16	interferon gamma inducible protein 16
ILMN_1694385	1.25e-04	2.22e-06	-5.147629	4.64529	-0.3885068	YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta
ILMN_1743078	1.25e-04	2.22e-06	-5.147154	4.64354	-0.9073481		
ILMN_1689734	1.25e-04	2.23e-06	5.146144	4.63981	1.2726424	IL1RN	interleukin 1 receptor antagonist
ILMN_1770388	1.25e-04	2.24e-06	5.14529	4.63666	0.6108691	VPS39	VPS39, HOPS complex subunit
ILMN_1767020	1.25e-04	2.26e-06	5.14313	4.6287	0.4471862	DENND1C	DENN domain containing 1C
ILMN_1683660	1.26e-04	2.27e-06	-5.141537	4.62283	-0.6506177	EIF3H	eukaryotic translation initiation factor 3 subunit H
ILMN_2192694	1.26e-04	2.28e-06	-5.140355	4.61847	-0.7192183	EIF3M	eukaryotic translation initiation factor 3 subunit M
ILMN_1737988	1.27e-04	2.32e-06	-5.136657	4.60484	-0.6473113	PRNP	prion protein
ILMN_1656233	1.28e-04	2.34e-06	5.133713	4.59399	0.5221896		
ILMN_1795697	1.28e-04	2.35e-06	5.133035	4.59149	0.9513879		
ILMN_1752285	1.29e-04	2.39e-06	-5.128381	4.57435	-0.7686795	RPL4	ribosomal protein L4
ILMN_1656910	1.29e-04	2.40e-06	5.127682	4.57177	1.8302497	TRIM6	tripartite motif containing 6
ILMN_1738677	1.29e-04	2.41e-06	-5.126976	4.56917	-0.6999641	PRPF8	pre-mRNA processing factor 8
ILMN_1727165	1.37e-04	2.57e-06	5.109626	4.50533	1.3308471		
ILMN_1699208	1.37e-04	2.59e-06	-5.108145	4.49989	-0.6796873	NAP1L1	nucleosome assembly protein 1 like 1
ILMN_1786976	1.37e-04	2.60e-06	-5.107397	4.49714	-0.4821292	RAB22A	RAB22A, member RAS oncogene family
ILMN_1714433	1.38e-04	2.62e-06	-5.10544	4.48995	-0.7615478	MARCKSL1	MARCKS like 1
ILMN_1665823	1.39e-04	2.66e-06	-5.101445	4.47526	-0.7920553		
ILMN_1776216	1.40e-04	2.68e-06	-5.09887	4.4658	-0.4308657	MMGT1	membrane magnesium transporter 1
ILMN_1798706	1.42e-04	2.73e-06	-5.094137	4.44842	-1.0968122	GPR183	G protein-coupled receptor 183
